name,state,stream,fees,student_rating,placement_rate,industry_tieups,location
Jamia Millia Islamia,Punjab,Management,160846,2.8,48,No,Urban
University of Delhi,Maharashtra,Commerce,167768,2.5,73,Yes,Rural
National Institute of Technology Trichy,Bihar,Pharmacy,119095,2.8,86,Yes,Rural
Shiv Nadar University,Odisha,Engineering,241212,4.6,85,Yes,Semi-Urban
Symbiosis Institute of Business Management,Bihar,Management,169963,3.5,45,Yes,Urban
Anna University,Odisha,Arts,436539,2.7,68,No,Semi-Urban
Christ University,Karnataka,Medical,68235,3.7,62,No,Semi-Urban
Amity University,Karnataka,Engineering,427633,3.2,52,Yes,Urban
Delhi Technological University,Punjab,Hotel-management,219633,4.9,48,No,Rural
Delhi Technological University,Rajasthan,Science,88596,4.0,63,Yes,Rural
Narsee Monjee Institute of Management Studies,Karnataka,Commerce,280212,3.9,46,No,Rural
Anna University,Gujarat,Management,468968,3.2,53,No,Urban
SRM Institute of Science and Technology,Assam,Engineering,235750,3.5,55,Yes,Semi-Urban
SRM Institute of Science and Technology,Delhi,Arts,409898,2.6,67,No,Rural
Delhi Technological University,Punjab,Pharmacy,338851,2.5,87,Yes,Urban
Ashoka University,Uttar Pradesh,Medical,226773,4.5,40,Yes,Semi-Urban
Ashoka University,Odisha,Arts,234066,3.3,58,Yes,Rural
Jamia Millia Islamia,Assam,Medical,376628,4.2,83,No,Urban
Christ University,Odisha,Science,184603,4.6,69,No,Urban
Birla Institute of Technology and Science,Tamil Nadu,Arts,256408,2.9,85,No,Rural
Jadavpur University,Punjab,Medical,113351,3.9,68,Yes,Urban
Indian Institute of Science,West Bengal,Hotel-management,354661,3.0,64,Yes,Semi-Urban
Ashoka University,Punjab,Arts,412665,3.3,95,No,Rural
Symbiosis Institute of Business Management,West Bengal,Arts,449583,4.4,58,No,Semi-Urban
Symbiosis Institute of Business Management,West Bengal,Arts,203741,3.9,54,Yes,Semi-Urban
SRM Institute of Science and Technology,Madhya Pradesh,Pharmacy,470975,3.5,88,Yes,Urban
Ashoka University,Andhra Pradesh,Hotel-management,232092,4.7,68,No,Urban
Symbiosis Institute of Business Management,Rajasthan,Management,396482,4.1,42,No,Rural
Anna University,West Bengal,Hotel-management,98924,2.9,84,No,Semi-Urban
Banaras Hindu University,Tamil Nadu,Engineering,346959,4.5,53,No,Rural
Manipal Institute of Technology,Haryana,Pharmacy,152573,3.2,52,Yes,Urban
Banaras Hindu University,Rajasthan,Medical,113944,4.1,49,No,Semi-Urban
Vellore Institute of Technology,Maharashtra,Science,237710,2.7,49,No,Semi-Urban
Anna University,Maharashtra,Arts,199325,4.6,76,Yes,Urban
Jadavpur University,Assam,Arts,431722,3.6,60,No,Rural
Amity University,Odisha,Commerce,264509,3.2,93,Yes,Rural
Birla Institute of Technology and Science,West Bengal,Pharmacy,348737,4.4,98,Yes,Urban
Narsee Monjee Institute of Management Studies,Karnataka,Engineering,463858,4.6,61,No,Rural
Amity University,Gujarat,Management,463317,3.0,63,No,Semi-Urban
Banaras Hindu University,Uttar Pradesh,Hotel-management,154582,2.6,93,Yes,Rural
Indian Institute of Science,Punjab,Commerce,124469,2.7,62,Yes,Urban
Symbiosis Institute of Business Management,Gujarat,Arts,475319,3.3,57,Yes,Semi-Urban
Indian Institute of Technology Bombay,Karnataka,Engineering,238218,4.9,94,Yes,Semi-Urban
University of Delhi,Andhra Pradesh,Science,417473,4.4,45,No,Rural
Symbiosis Institute of Business Management,Assam,Commerce,209523,4.9,56,Yes,Rural
Amity University,Andhra Pradesh,Hotel-management,292466,3.1,78,Yes,Rural
Ashoka University,Gujarat,Pharmacy,116056,4.5,63,No,Rural
Indian Institute of Science,Gujarat,Management,382980,4.9,63,Yes,Rural
Vellore Institute of Technology,Punjab,Science,490549,3.5,72,Yes,Rural
Indian Institute of Technology Bombay,Haryana,Hotel-management,299805,3.9,51,No,Urban
Indian Institute of Management Ahmedabad,Bihar,Management,467825,4.9,62,No,Rural
Symbiosis Institute of Business Management,Uttar Pradesh,Arts,105490,3.2,84,No,Semi-Urban
Amity University,Tamil Nadu,Management,266887,4.6,56,No,Rural
Ashoka University,Maharashtra,Management,471650,5.0,54,Yes,Urban
Shiv Nadar University,Maharashtra,Pharmacy,218809,3.7,93,Yes,Urban
Indian Institute of Science,Gujarat,Commerce,419218,4.5,62,No,Urban
Indian Institute of Technology Bombay,Bihar,Engineering,455170,4.4,91,Yes,Semi-Urban
Shiv Nadar University,Haryana,Arts,152539,4.7,55,No,Rural
Manipal Institute of Technology,Assam,Hotel-management,116362,3.6,56,Yes,Rural
Delhi Technological University,Uttar Pradesh,Science,116848,2.6,71,Yes,Urban
Banaras Hindu University,Delhi,Management,377944,3.3,80,Yes,Rural
Banaras Hindu University,Gujarat,Science,336538,3.9,94,Yes,Rural
Birla Institute of Technology and Science,Tamil Nadu,Hotel-management,305372,4.6,83,No,Urban
Manipal Institute of Technology,West Bengal,Management,279598,3.6,59,No,Rural
Christ University,Andhra Pradesh,Management,155647,3.3,47,Yes,Rural
Manipal Institute of Technology,Odisha,Engineering,287123,4.3,90,Yes,Rural
Christ University,Maharashtra,Medical,322702,4.9,80,Yes,Rural
Jamia Millia Islamia,Gujarat,Pharmacy,186826,4.6,50,Yes,Rural
Vellore Institute of Technology,Maharashtra,Management,233322,2.7,84,No,Rural
Manipal Institute of Technology,West Bengal,Pharmacy,223924,4.7,51,Yes,Rural
Birla Institute of Technology and Science,Gujarat,Engineering,150026,4.0,97,No,Semi-Urban
Anna University,Uttar Pradesh,Arts,125061,3.8,69,No,Rural
Banaras Hindu University,Karnataka,Medical,243452,4.8,68,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Assam,Arts,228097,4.0,59,No,Rural
Indian Institute of Science,Andhra Pradesh,Medical,94382,4.4,85,Yes,Urban
University of Delhi,Bihar,Medical,315695,2.7,78,Yes,Urban
Birla Institute of Technology and Science,Andhra Pradesh,Medical,99939,4.4,44,No,Semi-Urban
National Institute of Technology Trichy,Punjab,Medical,70841,3.9,96,No,Semi-Urban
Ashoka University,Andhra Pradesh,Medical,74438,4.4,45,Yes,Rural
SRM Institute of Science and Technology,Punjab,Science,142859,4.1,52,Yes,Semi-Urban
Ashoka University,Andhra Pradesh,Hotel-management,275926,3.9,42,No,Rural
Amity University,Karnataka,Arts,50096,3.4,84,Yes,Urban
Indian Institute of Science,Tamil Nadu,Management,172312,4.1,46,No,Rural
Amity University,Delhi,Commerce,108314,4.3,57,Yes,Rural
SRM Institute of Science and Technology,Gujarat,Management,51277,4.8,81,No,Semi-Urban
Indian Institute of Management Ahmedabad,Karnataka,Management,299654,3.7,98,No,Urban
Indian Institute of Science,Andhra Pradesh,Pharmacy,348836,4.9,42,No,Semi-Urban
Ashoka University,Punjab,Arts,327308,3.6,96,Yes,Semi-Urban
SRM Institute of Science and Technology,Tamil Nadu,Pharmacy,489142,3.2,49,Yes,Urban
Birla Institute of Technology and Science,Karnataka,Medical,180474,4.8,82,No,Semi-Urban
Narsee Monjee Institute of Management Studies,Tamil Nadu,Hotel-management,426795,3.8,67,Yes,Urban
University of Delhi,Tamil Nadu,Medical,497224,3.1,50,Yes,Rural
SRM Institute of Science and Technology,Punjab,Science,468608,3.1,82,No,Urban
Indian Institute of Technology Bombay,Rajasthan,Commerce,126304,3.5,46,No,Semi-Urban
SRM Institute of Science and Technology,Odisha,Commerce,82333,2.9,47,Yes,Semi-Urban
Anna University,West Bengal,Medical,344555,3.8,93,Yes,Semi-Urban
SRM Institute of Science and Technology,Odisha,Pharmacy,157541,3.4,75,No,Urban
Anna University,Assam,Commerce,146908,3.3,70,Yes,Semi-Urban
Christ University,Odisha,Medical,426417,3.9,70,No,Urban
Vellore Institute of Technology,Punjab,Pharmacy,132262,3.2,50,Yes,Semi-Urban
Jamia Millia Islamia,Uttar Pradesh,Management,377384,4.3,44,No,Rural
Banaras Hindu University,Karnataka,Engineering,267440,3.9,53,No,Rural
Banaras Hindu University,Haryana,Science,362504,3.8,79,No,Rural
Indian Institute of Management Ahmedabad,Andhra Pradesh,Science,456915,4.3,95,No,Urban
National Institute of Technology Trichy,Madhya Pradesh,Arts,110462,2.7,63,No,Urban
Jadavpur University,Rajasthan,Arts,149514,2.6,44,Yes,Rural
National Institute of Technology Trichy,Tamil Nadu,Hotel-management,379386,2.9,60,Yes,Semi-Urban
Narsee Monjee Institute of Management Studies,Tamil Nadu,Management,249743,4.5,49,Yes,Rural
Banaras Hindu University,Rajasthan,Commerce,174319,3.4,95,Yes,Rural
Banaras Hindu University,Gujarat,Management,493680,2.9,86,No,Urban
Anna University,Maharashtra,Commerce,446217,4.1,84,No,Rural
Banaras Hindu University,West Bengal,Science,395338,4.8,68,Yes,Rural
Banaras Hindu University,Karnataka,Science,78062,3.6,55,No,Rural
Banaras Hindu University,Maharashtra,Management,359870,3.4,43,Yes,Rural
Indian Institute of Science,Delhi,Hotel-management,136255,3.7,49,No,Urban
Symbiosis Institute of Business Management,Tamil Nadu,Management,485601,3.1,97,Yes,Semi-Urban
Symbiosis Institute of Business Management,Maharashtra,Science,381160,3.2,51,No,Semi-Urban
Jadavpur University,West Bengal,Pharmacy,331921,4.9,48,No,Semi-Urban
Jadavpur University,Rajasthan,Medical,395853,4.4,47,No,Rural
Indian Institute of Technology Bombay,Delhi,Commerce,142101,4.1,84,Yes,Semi-Urban
Birla Institute of Technology and Science,Odisha,Pharmacy,295941,3.4,65,No,Urban
SRM Institute of Science and Technology,Karnataka,Hotel-management,481782,2.5,82,Yes,Semi-Urban
Banaras Hindu University,Madhya Pradesh,Medical,140037,4.2,86,No,Urban
Shiv Nadar University,Gujarat,Pharmacy,412907,2.7,53,Yes,Rural
Jamia Millia Islamia,Rajasthan,Commerce,336535,2.7,93,Yes,Urban
Delhi Technological University,Bihar,Commerce,101434,3.8,80,Yes,Rural
Anna University,Punjab,Commerce,168951,4.5,55,No,Rural
Banaras Hindu University,Punjab,Science,225051,4.8,65,No,Urban
Birla Institute of Technology and Science,West Bengal,Hotel-management,144756,3.0,71,No,Urban
SRM Institute of Science and Technology,Odisha,Arts,319902,2.9,90,Yes,Urban
National Institute of Technology Trichy,Odisha,Commerce,152934,3.2,63,No,Semi-Urban
Indian Institute of Technology Bombay,Rajasthan,Management,414550,2.9,40,No,Rural
Christ University,Karnataka,Pharmacy,123819,3.0,43,No,Semi-Urban
Jadavpur University,Uttar Pradesh,Pharmacy,232670,3.6,53,No,Urban
Banaras Hindu University,Rajasthan,Commerce,92982,3.2,96,Yes,Semi-Urban
Christ University,Madhya Pradesh,Pharmacy,204538,3.3,94,No,Rural
Indian Institute of Science,Delhi,Hotel-management,372121,4.4,55,Yes,Rural
Shiv Nadar University,West Bengal,Engineering,134101,4.6,54,No,Urban
Ashoka University,Bihar,Engineering,163143,2.5,43,No,Urban
Delhi Technological University,Delhi,Management,144837,5.0,72,Yes,Urban
Jamia Millia Islamia,Haryana,Science,244162,2.5,43,Yes,Semi-Urban
Indian Institute of Technology Bombay,Odisha,Commerce,126902,4.0,80,No,Urban
National Institute of Technology Trichy,Uttar Pradesh,Medical,201186,2.9,69,No,Semi-Urban
Jadavpur University,Punjab,Arts,334703,4.2,97,Yes,Rural
Indian Institute of Science,Rajasthan,Management,188592,2.8,69,Yes,Rural
Delhi Technological University,Madhya Pradesh,Engineering,183723,4.2,68,No,Urban
Christ University,Uttar Pradesh,Management,481164,4.7,90,Yes,Rural
Symbiosis Institute of Business Management,Rajasthan,Science,97709,3.9,70,Yes,Urban
Shiv Nadar University,Odisha,Engineering,470547,3.2,82,No,Rural
SRM Institute of Science and Technology,Odisha,Science,55147,2.8,88,No,Urban
Symbiosis Institute of Business Management,Maharashtra,Science,380198,2.7,66,Yes,Urban
Symbiosis Institute of Business Management,Tamil Nadu,Engineering,476284,4.9,61,Yes,Rural
Indian Institute of Science,Delhi,Medical,475345,2.6,64,No,Semi-Urban
Birla Institute of Technology and Science,Haryana,Engineering,359752,4.3,45,Yes,Urban
Vellore Institute of Technology,Uttar Pradesh,Arts,140741,3.1,61,No,Semi-Urban
Shiv Nadar University,Odisha,Hotel-management,249197,4.8,51,No,Rural
University of Delhi,Punjab,Medical,175765,3.5,43,Yes,Rural
Ashoka University,Gujarat,Hotel-management,152460,4.2,75,No,Semi-Urban
Indian Institute of Management Ahmedabad,Andhra Pradesh,Pharmacy,132767,2.9,77,No,Semi-Urban
SRM Institute of Science and Technology,West Bengal,Hotel-management,169109,3.6,95,Yes,Semi-Urban
National Institute of Technology Trichy,Karnataka,Hotel-management,127641,3.9,40,Yes,Urban
Jamia Millia Islamia,Haryana,Arts,76021,2.7,78,No,Rural
Christ University,Andhra Pradesh,Science,79944,3.7,94,Yes,Urban
Shiv Nadar University,Madhya Pradesh,Engineering,437129,2.5,71,No,Urban
Anna University,Tamil Nadu,Pharmacy,290450,4.1,52,No,Semi-Urban
Vellore Institute of Technology,Gujarat,Commerce,311272,3.1,58,No,Urban
Indian Institute of Technology Bombay,Tamil Nadu,Engineering,451758,3.5,59,Yes,Rural
Jadavpur University,West Bengal,Hotel-management,127585,3.9,47,No,Rural
Birla Institute of Technology and Science,Karnataka,Hotel-management,466190,3.2,66,Yes,Rural
Ashoka University,Uttar Pradesh,Medical,172812,4.8,78,Yes,Rural
Symbiosis Institute of Business Management,Assam,Pharmacy,494409,2.6,46,No,Urban
Manipal Institute of Technology,Andhra Pradesh,Engineering,450285,4.2,67,Yes,Urban
Shiv Nadar University,Assam,Management,205768,3.8,44,No,Semi-Urban
Indian Institute of Management Ahmedabad,Haryana,Management,492674,3.2,56,No,Rural
Jamia Millia Islamia,Punjab,Medical,290111,4.7,96,No,Semi-Urban
Jadavpur University,Andhra Pradesh,Arts,426100,4.4,42,No,Urban
National Institute of Technology Trichy,Odisha,Hotel-management,298527,4.0,74,No,Rural
National Institute of Technology Trichy,Karnataka,Pharmacy,358817,4.4,67,Yes,Semi-Urban
Shiv Nadar University,Andhra Pradesh,Pharmacy,348000,4.2,40,No,Semi-Urban
Vellore Institute of Technology,Assam,Management,253358,4.0,86,Yes,Semi-Urban
Symbiosis Institute of Business Management,Assam,Science,381803,3.0,58,Yes,Urban
Banaras Hindu University,Rajasthan,Pharmacy,496286,4.9,53,No,Semi-Urban
National Institute of Technology Trichy,Rajasthan,Management,358755,2.8,71,No,Urban
Narsee Monjee Institute of Management Studies,Punjab,Medical,57499,2.6,95,No,Urban
Narsee Monjee Institute of Management Studies,Rajasthan,Arts,273276,3.6,46,No,Urban
Shiv Nadar University,Karnataka,Commerce,343715,3.1,47,Yes,Rural
Jamia Millia Islamia,West Bengal,Engineering,424156,2.8,75,Yes,Semi-Urban
Manipal Institute of Technology,West Bengal,Engineering,496103,4.9,86,Yes,Rural
Manipal Institute of Technology,Rajasthan,Hotel-management,479152,4.9,69,No,Urban
Amity University,Maharashtra,Pharmacy,164307,2.8,94,No,Semi-Urban
SRM Institute of Science and Technology,Bihar,Management,157097,5.0,44,Yes,Semi-Urban
Indian Institute of Science,Punjab,Arts,458166,4.0,79,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Delhi,Commerce,326586,3.6,72,No,Urban
Indian Institute of Technology Bombay,Assam,Commerce,342677,2.7,66,No,Urban
Anna University,Karnataka,Science,240052,3.9,69,No,Semi-Urban
SRM Institute of Science and Technology,Punjab,Management,192704,3.8,48,No,Semi-Urban
SRM Institute of Science and Technology,Punjab,Arts,339192,3.2,40,No,Urban
Shiv Nadar University,Punjab,Science,151308,4.4,50,No,Rural
SRM Institute of Science and Technology,Maharashtra,Science,224202,4.6,45,No,Semi-Urban
SRM Institute of Science and Technology,Bihar,Management,410012,4.0,79,No,Semi-Urban
Narsee Monjee Institute of Management Studies,Gujarat,Management,69378,4.2,50,Yes,Rural
SRM Institute of Science and Technology,Haryana,Management,322883,3.3,90,No,Semi-Urban
Ashoka University,Karnataka,Commerce,68442,3.1,55,No,Semi-Urban
Indian Institute of Management Ahmedabad,West Bengal,Science,161078,4.5,54,No,Urban
Manipal Institute of Technology,Gujarat,Arts,439260,3.1,85,No,Urban
Symbiosis Institute of Business Management,Andhra Pradesh,Science,309421,3.5,85,Yes,Rural
SRM Institute of Science and Technology,Assam,Hotel-management,399976,3.5,82,Yes,Semi-Urban
Symbiosis Institute of Business Management,Bihar,Arts,363757,3.5,81,No,Semi-Urban
Vellore Institute of Technology,Punjab,Hotel-management,124440,3.4,67,Yes,Urban
Shiv Nadar University,Andhra Pradesh,Engineering,167274,4.6,51,No,Urban
Anna University,Karnataka,Engineering,498428,3.3,78,Yes,Urban
National Institute of Technology Trichy,Uttar Pradesh,Pharmacy,454536,2.6,79,Yes,Urban
Ashoka University,Haryana,Commerce,105217,4.3,92,No,Urban
Manipal Institute of Technology,Gujarat,Science,184123,4.3,93,Yes,Rural
Birla Institute of Technology and Science,Uttar Pradesh,Commerce,254731,4.4,94,Yes,Semi-Urban
Christ University,Assam,Pharmacy,242097,4.2,89,Yes,Urban
Narsee Monjee Institute of Management Studies,Karnataka,Medical,178878,4.5,66,No,Urban
Jamia Millia Islamia,Madhya Pradesh,Medical,225040,3.6,83,No,Semi-Urban
Jadavpur University,Gujarat,Pharmacy,96927,4.3,46,Yes,Semi-Urban
Banaras Hindu University,Odisha,Arts,455687,4.1,43,Yes,Urban
Ashoka University,Madhya Pradesh,Commerce,418931,4.4,45,Yes,Semi-Urban
Indian Institute of Science,Madhya Pradesh,Arts,94430,3.6,45,No,Rural
Anna University,West Bengal,Arts,260788,3.2,93,No,Rural
National Institute of Technology Trichy,Gujarat,Commerce,194312,2.7,73,No,Urban
Jamia Millia Islamia,Andhra Pradesh,Science,383547,4.6,47,No,Rural
University of Delhi,Uttar Pradesh,Science,146784,3.4,46,No,Urban
National Institute of Technology Trichy,Maharashtra,Science,153355,3.2,46,No,Semi-Urban
Indian Institute of Management Ahmedabad,Uttar Pradesh,Hotel-management,235392,3.7,49,No,Semi-Urban
Jamia Millia Islamia,Rajasthan,Medical,129115,4.8,83,Yes,Urban
Banaras Hindu University,Uttar Pradesh,Hotel-management,111231,4.8,69,Yes,Rural
Indian Institute of Management Ahmedabad,Haryana,Hotel-management,290718,4.2,64,No,Semi-Urban
Manipal Institute of Technology,Tamil Nadu,Commerce,407803,3.1,87,Yes,Semi-Urban
Vellore Institute of Technology,Tamil Nadu,Science,126391,4.6,95,Yes,Rural
Jamia Millia Islamia,Odisha,Medical,79296,4.1,53,Yes,Rural
Anna University,Rajasthan,Engineering,400857,4.6,67,No,Semi-Urban
Indian Institute of Science,Gujarat,Engineering,160039,2.7,79,Yes,Semi-Urban
National Institute of Technology Trichy,Delhi,Commerce,354132,3.9,80,No,Semi-Urban
National Institute of Technology Trichy,Delhi,Pharmacy,179312,3.1,96,No,Semi-Urban
Jamia Millia Islamia,Andhra Pradesh,Pharmacy,369996,3.8,48,Yes,Semi-Urban
SRM Institute of Science and Technology,Rajasthan,Commerce,56648,3.0,62,Yes,Semi-Urban
Christ University,Tamil Nadu,Management,475019,3.3,58,No,Urban
Anna University,Andhra Pradesh,Science,231027,3.0,80,Yes,Rural
Indian Institute of Technology Bombay,Madhya Pradesh,Arts,413145,3.7,93,No,Urban
Indian Institute of Science,Maharashtra,Management,195327,3.0,88,Yes,Rural
SRM Institute of Science and Technology,West Bengal,Hotel-management,468681,4.7,57,No,Rural
Jadavpur University,Andhra Pradesh,Arts,364699,3.7,53,No,Urban
Anna University,Punjab,Management,405485,4.7,98,Yes,Rural
Christ University,Haryana,Engineering,104591,3.3,76,No,Rural
Anna University,Punjab,Pharmacy,368519,4.0,45,No,Rural
Indian Institute of Technology Bombay,Maharashtra,Management,293194,3.1,40,Yes,Rural
University of Delhi,Karnataka,Medical,499674,3.5,85,No,Urban
Shiv Nadar University,Madhya Pradesh,Hotel-management,56207,4.9,47,Yes,Rural
Delhi Technological University,Tamil Nadu,Arts,225153,4.8,94,No,Semi-Urban
Banaras Hindu University,Assam,Engineering,354438,2.9,46,Yes,Semi-Urban
Indian Institute of Science,West Bengal,Engineering,299344,2.7,48,Yes,Semi-Urban
Jamia Millia Islamia,Bihar,Commerce,50068,4.5,80,Yes,Semi-Urban
Amity University,Punjab,Management,278160,2.9,53,Yes,Rural
Jamia Millia Islamia,West Bengal,Management,276854,4.9,96,Yes,Urban
Anna University,Karnataka,Science,98465,3.2,60,No,Urban
Ashoka University,Bihar,Commerce,307836,4.0,52,No,Rural
Indian Institute of Technology Bombay,Uttar Pradesh,Commerce,344290,4.4,84,Yes,Semi-Urban
Birla Institute of Technology and Science,Rajasthan,Science,141145,2.8,43,Yes,Urban
Shiv Nadar University,Punjab,Hotel-management,103343,3.9,75,No,Semi-Urban
Jadavpur University,Odisha,Management,282452,4.0,91,No,Rural
Banaras Hindu University,Tamil Nadu,Management,409161,3.3,54,Yes,Urban
SRM Institute of Science and Technology,Andhra Pradesh,Commerce,261533,3.4,60,Yes,Urban
Manipal Institute of Technology,Karnataka,Commerce,414731,3.9,85,Yes,Urban
University of Delhi,Tamil Nadu,Hotel-management,119148,4.6,64,No,Semi-Urban
SRM Institute of Science and Technology,Gujarat,Science,112956,2.9,93,No,Urban
Jamia Millia Islamia,Odisha,Pharmacy,384734,2.5,48,No,Rural
Jadavpur University,Uttar Pradesh,Arts,94305,3.0,67,No,Urban
Jamia Millia Islamia,Haryana,Commerce,348109,3.9,44,Yes,Semi-Urban
National Institute of Technology Trichy,Delhi,Commerce,57599,3.5,62,No,Rural
National Institute of Technology Trichy,West Bengal,Commerce,493192,2.6,54,Yes,Rural
Ashoka University,Rajasthan,Hotel-management,104715,2.8,58,Yes,Rural
Amity University,Tamil Nadu,Engineering,371635,3.3,91,No,Semi-Urban
Amity University,Delhi,Pharmacy,456199,4.9,83,No,Rural
Indian Institute of Technology Bombay,Andhra Pradesh,Engineering,426711,2.7,67,No,Semi-Urban
Manipal Institute of Technology,Rajasthan,Arts,170945,3.6,61,No,Urban
Shiv Nadar University,Karnataka,Pharmacy,452711,3.8,40,Yes,Urban
Christ University,Tamil Nadu,Engineering,189658,3.0,90,Yes,Semi-Urban
Indian Institute of Technology Bombay,Maharashtra,Medical,195945,2.6,78,Yes,Rural
Shiv Nadar University,Uttar Pradesh,Commerce,371187,4.1,80,No,Rural
SRM Institute of Science and Technology,Punjab,Hotel-management,444170,2.6,45,No,Semi-Urban
University of Delhi,Gujarat,Medical,151072,4.5,71,Yes,Semi-Urban
Symbiosis Institute of Business Management,Gujarat,Commerce,394836,2.6,91,Yes,Rural
Indian Institute of Management Ahmedabad,Haryana,Arts,141492,3.7,63,No,Semi-Urban
Shiv Nadar University,Andhra Pradesh,Hotel-management,60357,3.2,44,No,Rural
Indian Institute of Management Ahmedabad,West Bengal,Arts,453894,2.7,43,No,Urban
Indian Institute of Technology Bombay,Madhya Pradesh,Hotel-management,452349,4.9,55,Yes,Rural
SRM Institute of Science and Technology,Andhra Pradesh,Hotel-management,465962,5.0,71,Yes,Urban
Jadavpur University,Punjab,Arts,132487,3.8,81,Yes,Rural
Indian Institute of Technology Bombay,Uttar Pradesh,Arts,322358,4.0,91,No,Semi-Urban
Indian Institute of Technology Bombay,West Bengal,Management,379033,4.4,64,No,Semi-Urban
Ashoka University,Gujarat,Engineering,209397,3.2,98,Yes,Rural
Jamia Millia Islamia,Madhya Pradesh,Hotel-management,65559,4.8,42,Yes,Rural
Manipal Institute of Technology,Assam,Arts,314945,2.6,50,Yes,Semi-Urban
Birla Institute of Technology and Science,Madhya Pradesh,Arts,65043,3.9,91,Yes,Urban
Shiv Nadar University,Punjab,Science,369100,2.9,45,Yes,Urban
University of Delhi,Karnataka,Science,320429,2.7,59,No,Urban
Jadavpur University,Madhya Pradesh,Science,432550,3.4,73,Yes,Semi-Urban
Jamia Millia Islamia,Uttar Pradesh,Hotel-management,322532,4.6,51,Yes,Urban
Jadavpur University,Madhya Pradesh,Science,491241,3.0,84,Yes,Rural
Vellore Institute of Technology,Haryana,Arts,356337,3.4,79,Yes,Semi-Urban
Jadavpur University,Tamil Nadu,Commerce,309861,3.3,41,Yes,Semi-Urban
Amity University,Punjab,Engineering,280848,4.5,64,No,Semi-Urban
Anna University,Rajasthan,Science,464951,2.8,77,Yes,Rural
Christ University,Madhya Pradesh,Science,257274,3.0,45,Yes,Rural
Delhi Technological University,Uttar Pradesh,Medical,291714,4.1,41,No,Rural
Amity University,Delhi,Arts,378184,4.9,59,Yes,Rural
Vellore Institute of Technology,Punjab,Arts,288289,4.2,67,Yes,Rural
National Institute of Technology Trichy,Delhi,Engineering,439606,3.6,50,Yes,Semi-Urban
Jadavpur University,Karnataka,Engineering,375862,3.5,47,No,Semi-Urban
Manipal Institute of Technology,Bihar,Pharmacy,314775,4.6,88,No,Semi-Urban
Jadavpur University,Punjab,Management,77130,3.0,93,Yes,Rural
Manipal Institute of Technology,Karnataka,Management,55634,4.8,67,Yes,Semi-Urban
Ashoka University,Delhi,Commerce,163790,2.9,70,Yes,Rural
SRM Institute of Science and Technology,West Bengal,Medical,85597,3.3,93,No,Semi-Urban
Symbiosis Institute of Business Management,Uttar Pradesh,Commerce,478780,4.9,66,Yes,Rural
Symbiosis Institute of Business Management,Bihar,Management,368115,2.9,58,No,Urban
Delhi Technological University,Andhra Pradesh,Engineering,169999,4.2,66,Yes,Semi-Urban
Symbiosis Institute of Business Management,Bihar,Science,63441,4.2,42,Yes,Rural
Indian Institute of Management Ahmedabad,Delhi,Engineering,239143,3.0,46,No,Rural
Manipal Institute of Technology,Maharashtra,Medical,179178,2.7,90,Yes,Urban
Delhi Technological University,Tamil Nadu,Pharmacy,115402,3.0,73,Yes,Urban
Christ University,Maharashtra,Engineering,268912,2.9,68,Yes,Urban
Indian Institute of Management Ahmedabad,Karnataka,Medical,350947,4.2,71,Yes,Semi-Urban
Amity University,Bihar,Pharmacy,216317,2.8,44,No,Rural
Shiv Nadar University,Gujarat,Arts,206065,5.0,86,Yes,Urban
Indian Institute of Technology Bombay,Delhi,Engineering,134939,4.4,72,Yes,Urban
Manipal Institute of Technology,Haryana,Hotel-management,189096,3.3,63,No,Rural
Indian Institute of Technology Bombay,Odisha,Pharmacy,114674,4.0,50,Yes,Semi-Urban
Shiv Nadar University,Punjab,Engineering,123202,4.2,66,No,Semi-Urban
Christ University,Madhya Pradesh,Science,337601,4.6,53,No,Semi-Urban
Indian Institute of Management Ahmedabad,Andhra Pradesh,Pharmacy,334105,3.8,44,No,Rural
Amity University,Punjab,Science,325450,3.2,61,Yes,Urban
Indian Institute of Technology Bombay,Madhya Pradesh,Arts,462738,3.6,84,Yes,Semi-Urban
Anna University,Tamil Nadu,Medical,385984,3.7,75,Yes,Urban
Delhi Technological University,Odisha,Engineering,442078,2.8,50,No,Urban
Amity University,Maharashtra,Management,401005,4.4,95,No,Semi-Urban
Shiv Nadar University,Assam,Commerce,198490,4.8,62,Yes,Urban
Banaras Hindu University,Rajasthan,Science,148771,4.0,56,No,Semi-Urban
Indian Institute of Science,Bihar,Arts,467428,4.3,94,Yes,Urban
Vellore Institute of Technology,Tamil Nadu,Science,331919,4.9,71,Yes,Urban
SRM Institute of Science and Technology,Haryana,Commerce,405894,4.0,40,Yes,Rural
Manipal Institute of Technology,Odisha,Science,285147,4.2,76,No,Rural
Christ University,Maharashtra,Commerce,217421,4.4,90,No,Urban
Anna University,Maharashtra,Commerce,281111,3.0,54,Yes,Rural
National Institute of Technology Trichy,Bihar,Commerce,53429,4.9,77,No,Urban
Indian Institute of Science,Gujarat,Arts,62512,4.1,80,Yes,Urban
Banaras Hindu University,Odisha,Pharmacy,141942,2.9,89,No,Rural
SRM Institute of Science and Technology,Madhya Pradesh,Management,415363,3.2,88,Yes,Rural
Birla Institute of Technology and Science,Karnataka,Science,493465,2.6,54,Yes,Urban
